1 1 0.25
2 2.4 0.488889
3 3.88 0.73
4 5.55372 0.989752
5 7.2343 1.25509
6 9.07054 1.53754
7 10.8972 1.82433
8 12.8451 2.12446
9 14.7806 2.42802
10 16.8172 2.74271
